sim_number	index_location_0	index_location_1	index_location_2	index_location_3	index_location_4	R_0_0	R_0_1	R_0_2	R_0_3	R_0_4	S_0_0	S_0_1	S_0_2	S_0_3	S_0_4	beta_0	beta_1	beta_2	beta_3	beta_4 	mu	sampling_rate_0	sampling_rate_1	sampling_rate_2	sampling_rate_3	sampling_rate_4	max_tips	mean_migration_rate	 tree_length	num_tips	mean_branch_length	loc0_imports_per_capita_from_0	loc0_imports_per_capita_from_1	loc0_imports_per_capita_from_2	loc0_imports_per_capita_from_3	loc0_imports_per_capita_from_4:loc1_imports_per_capita_from_0	loc1_imports_per_capita_from_1	loc1_imports_per_capita_from_2	loc1_imports_per_capita_from_3	loc1_imports_per_capita_from_4:loc2_imports_per_capita_from_0	loc2_imports_per_capita_from_1	loc2_imports_per_capita_from_2	loc2_imports_per_capita_from_3	loc2_imports_per_capita_from_4:loc3_imports_per_capita_from_0	loc3_imports_per_capita_from_1	loc3_imports_per_capita_from_2	loc3_imports_per_capita_from_3	loc3_imports_per_capita_from_4:loc4_imports_per_capita_from_0	loc4_imports_per_capita_from_1	loc4_imports_per_capita_from_2	loc4_imports_per_capita_from_3	loc4_imports_per_capita_from_4	 infections_per_capita_0	infections_per_capita_1	infections_per_capita_2	infections_per_capita_3	infections_per_capita_4	time_of_first_import_0	time_of_first_import_1	time_of_first_import_2	time_of_first_import_3	time_of_first_import_4	proportion_tips_sampled 	time_of_mass_sample	runtime	num_I_at_mass_sample_time	num_extant_sampled
sim284	0	1	0	0	0	5.61932	5.61932	5.61932	5.61932	5.61932	1000000	1000000	1000000	1000000	1000000	0.000000114577	0.000000111093	0.000000126940	0.000000108452	0.000000101653	.01786	.00253	.00191	.00473	.00144	.00023	499	.00231	100.00000985	499	18.59945996	0	0.00027	0.00017	0.00013	0.00013:7e-05	0	0.00018	0.00014	0.00014:6e-05	0.00029	0	0.00012	0.00015:7e-05	0.00027	0.00016	0	0.00013:9e-05	3e-04	0.00015	0.00012	0	0.003859	0.013619	0.009251	0.005679	0.005763	19.1740666	0	23.86242694	21.69601512	14.41903177	0.466791	100	100	31269	150
sim289	0	1	0	0	0	5.28884	5.28884	5.28884	5.28884	5.28884	1000000	1000000	1000000	1000000	1000000	0.000000090121	0.000000075683	0.000000077058	0.000000065846	0.000000085573	.01218	.00486	.00213	.00239	.00027	.00400	499	.00311	100.00000975	42	22.01762282	0	3e-05	1e-05	0	0:1e-05	0	2e-05	0	1e-05:1e-05	3e-05	0	0	0:1e-05	2e-05	0	0	1e-05:1e-05	4e-05	0	0	0	0.000178	0.000769	0.000193	9e-05	0.00018	42.96632691	0	33.97061409	46.36883428	36.4998439	1	100	100	1168	12
sim293	0	0	1	0	0	5.65448	5.65448	5.65448	5.65448	5.65448	1000000	1000000	1000000	1000000	1000000	0.000000126321	0.000000133332	0.000000141870	0.000000129431	0.000000142719	.02137	.00097	.00221	.00372	.00152	.00387	499	.00054	100.00000999	499	14.25742757	0	1e-05	1e-04	0	0:0	0	0.00013	1e-05	0:0	0	0	1e-05	0:0	0	0.00012	0	0:0	0	0.00012	1e-05	0	0.000293	0.000732	0.029996	0.001077	0.000607	68.51515208	58.43464771	0	43.19465161	22.20327645	0.465485	100	100	26700	135
sim294	0	1	0	0	0	2.48192	2.48192	2.48192	2.48192	2.48192	1000000	1000000	1000000	1000000	1000000	0.000000122606	0.000000123698	0.000000123276	0.000000121961	0.000000131516	.04848	.00092	.00136	.00119	.00066	.00451	499	.00376	100.00000955	254	15.02486091	0	8e-05	4e-05	4e-05	9e-05:5e-05	0	5e-05	3e-05	1e-04:5e-05	0.00012	0	4e-05	0.00011:5e-05	1e-04	4e-05	0	1e-04:5e-05	1e-04	6e-05	3e-05	0	0.001408	0.003381	0.001478	0.001071	0.003869	29.33172295	0	32.68828026	13.61677867	7.02025488	1	100	100	6826	65
sim298	0	1	0	0	0	5.20718	5.20718	5.20718	5.20718	5.20718	1000000	1000000	1000000	1000000	1000000	0.000000100290	0.000000109142	0.000000106018	0.000000120494	0.000000106695	.01855	.00071	.00241	.00181	.00459	.00194	499	.00278	100.00000826	34	16.37113696	0	0	1e-05	0	2e-05:0	0	0	0	1e-05:0	0	0	0	1e-05:0	0	0	0	1e-05:0	0	0	0	0	2.9e-05	6.2e-05	0.000197	5.6e-05	0.000655	74.48665561	0	57.23087104	66.25583125	6.27089955	1	100	100	784	9
sim299	0	0	1	0	0	5.54006	5.54006	5.54006	5.54006	5.54006	1000000	1000000	1000000	1000000	1000000	0.000000104873	0.000000101493	0.000000116119	0.000000105925	0.000000125648	.01798	.00095	.00034	.00298	.00114	.00470	499	.00284	100.00000975	499	19.39422036	0	0.00015	0.00061	0.00013	0.00019:0.00011	0	0.00059	0.00013	0.00016:0.00013	0.00015	0	0.00013	0.00018:0.00011	0.00016	0.00061	0	0.00016:0.00013	0.00014	0.00061	0.00015	0	0.00458	0.005069	0.024021	0.004977	0.007632	21.23976591	24.79430101	0	32.58648008	19.81594229	0.359769	100	100	37756	142
sim300	1	0	0	0	0	4.26068	4.26068	4.26068	4.26068	4.26068	1000000	1000000	1000000	1000000	1000000	0.000000154023	0.000000151339	0.000000156324	0.000000166251	0.000000155301	.03495	.00120	.00057	.00174	.00407	.00150	499	.00400	100.00000983	499	15.28400073	0	2e-04	0.00069	2e-04	0.00012:0.00014	0	0.00077	2e-04	0.00016:0.00012	0.00015	0	2e-04	0.00014:0.00013	0.00017	0.00072	0	0.00017:0.00012	0.00018	0.00075	0.00019	0	0.004709	0.006221	0.028893	0.0077	0.005724	0	44.78847374	2.99688096	43.03627955	39.6576082	0.496024	100	100	40662	190
sim302	0	0	0	1	0	7.12724	7.12724	7.12724	7.12724	7.12724	1000000	1000000	1000000	1000000	1000000	0.000000093509	0.000000095790	0.000000091157	0.000000115746	0.000000089233	.01136	.00176	.00208	.00143	.00488	.00116	499	.00040	100.00000991	274	12.39083118	0	0	0	1e-05	0:0	0	0	2e-05	0:0	0	0	1e-05	0:0	0	0	0	0:0	0	0	2e-05	0	1.5e-05	0.000152	1.9e-05	0.004703	0.000101	65.22078144	59.3274987	63.06338067	0	59.09822771	1	100	100	4261	51
sim304	1	0	0	0	0	6.29612	6.29612	6.29612	6.29612	6.29612	1000000	1000000	1000000	1000000	1000000	0.000000097338	0.000000099352	0.000000089719	0.000000102941	0.000000090160	.01164	.00382	.00414	.00261	.00471	.00268	499	.00162	100.00000996	78	14.64991984	0	1e-05	0	0	0:2e-05	0	0	0	0:2e-05	1e-05	0	0	0:1e-05	1e-05	0	0	0:2e-05	0	1e-05	0	0	0.001176	4e-04	0.000132	8.8e-05	4.7e-05	0	43.81865947	59.8169213	66.56976971	72.71466216	1	100	100	1558	12
sim307	0	0	1	0	0	5.25950	5.25950	5.25950	5.25950	5.25950	1000000	1000000	1000000	1000000	1000000	0.000000080470	0.000000061378	0.000000078419	0.000000074158	0.000000070319	.01063	.00467	.00104	.00428	.00347	.00274	499	.00139	100.00000866	21	20.13726137	0	0	1e-05	0	0:0	0	0	0	0:0	0	0	0	0:0	0	1e-05	0	0:0	0	1e-05	0	0	4e-06	4e-06	0.000366	6e-06	7.3e-05	68.70173258	82.37477943	0	86.10700081	32.81735392	1	100	100	375	6
sim308	0	0	0	1	0	5.22878	5.22878	5.22878	5.22878	5.22878	1000000	1000000	1000000	1000000	1000000	0.000000064941	0.000000062849	0.000000061908	0.000000070536	0.000000072157	.01157	.00085	.00045	.00027	.00192	.00223	499	.00126	100.00000860	34	21.09832101	0	0	0	0	0:0	0	0	0	1e-05:0	0	0	1e-05	1e-05:0	0	0	0	1e-05:0	0	0	0	0	5.6e-05	9e-06	1.2e-05	0.00028	0.000413	24.83124106	74.66597243	52.90745696	0	7.60831077	1	100	100	614	7
sim311	0	1	0	0	0	6.42428	6.42428	6.42428	6.42428	6.42428	1000000	1000000	1000000	1000000	1000000	0.000000084543	0.000000084415	0.000000095079	0.000000094629	0.000000088976	.01303	.00013	.00011	.00177	.00170	.00082	499	.00063	100.00000960	52	26.66951833	0	3e-05	0	0	0:0	0	0	0	0:0	2e-05	0	0	0:0	2e-05	0	0	0:0	3e-05	0	0	0	7.1e-05	0.003822	0.000105	9e-05	0.000136	64.00732452	0	52.93738053	60.63000777	29.04580494	1	100	100	3565	34
sim313	1	0	0	0	0	4.89422	4.89422	4.89422	4.89422	4.89422	1000000	1000000	1000000	1000000	1000000	0.000000076300	0.000000096171	0.000000075224	0.000000094017	0.000000082516	.01502	.00057	.00463	.00035	.00419	.00184	499	.00373	100.00000992	113	16.23826214	0	2e-05	2e-05	3e-05	1e-05:3e-05	0	2e-05	4e-05	1e-05:2e-05	1e-05	0	2e-05	1e-05:3e-05	1e-05	2e-05	0	1e-05:3e-05	2e-05	2e-05	3e-05	0	0.00061	0.000542	0.000397	0.000844	0.000255	0	18.68339616	17.3180562	18.72052989	15.15987004	1	100	100	2095	22
sim321	0	0	0	1	0	4.84772	4.84772	4.84772	4.84772	4.84772	1000000	1000000	1000000	1000000	1000000	0.000000143007	0.000000157260	0.000000161429	0.000000153139	0.000000147079	.02938	.00012	.00306	.00392	.00221	.00096	499	.00128	100.00000983	499	15.21191734	0	8e-05	2e-05	0.00029	4e-05:3e-05	0	1e-05	0.00026	4e-05:1e-05	7e-05	0	0.00028	3e-05:3e-05	7e-05	1e-05	0	4e-05:3e-05	7e-05	2e-05	0.00028	0	0.002632	0.009028	0.002747	0.032448	0.004324	50.69517028	35.3950734	21.74371568	0	44.50346096	0.425405	100	100	40400	166
sim324	1	0	0	0	0	7.31954	7.31954	7.31954	7.31954	7.31954	1000000	1000000	1000000	1000000	1000000	0.000000098301	0.000000119528	0.000000088932	0.000000108036	0.000000123553	.01193	.00150	.00440	.00022	.00283	.00495	499	.00379	100.00000983	278	14.26969774	0	4e-05	3e-05	4e-05	7e-05:9e-05	0	3e-05	3e-05	9e-05:9e-05	4e-05	0	4e-05	9e-05:8e-05	2e-05	3e-05	0	8e-05:8e-05	3e-05	4e-05	4e-05	0	0.002309	0.000946	0.000714	0.001171	0.002585	0	48.23823211	35.41267788	44.0193282	41.89571457	1	100	100	6641	62
sim325	1	0	0	0	0	5.02988	5.02988	5.02988	5.02988	5.02988	1000000	1000000	1000000	1000000	1000000	0.000000095919	0.000000109299	0.000000116290	0.000000115787	0.000000117347	.01863	.00044	.00310	.00449	.00439	.00470	499	.00172	100.00000998	43	17.12253640	0	1e-05	1e-05	0	0:2e-05	0	1e-05	0	0:1e-05	1e-05	0	0	0:2e-05	1e-05	1e-05	0	0:1e-05	0	0	0	0	0.000652	0.00035	0.000195	0.000126	9.9e-05	0	49.95665849	30.07111547	68.42694989	63.56493682	1	100	100	1158	16
sim328	0	1	0	0	0	2.51012	2.51012	2.51012	2.51012	2.51012	1000000	1000000	1000000	1000000	1000000	0.000000100630	0.000000091870	0.000000095811	0.000000094280	0.000000095334	.03615	.00394	.00045	.00202	.00141	.00183	499	.00242	100.00000881	22	21.76331636	0	1e-05	0	1e-05	0:0	0	0	1e-05	0:0	1e-05	0	1e-05	1e-05:0	1e-05	1e-05	0	0:0	1e-05	0	1e-05	0	0.000106	0.000464	8.8e-05	0.00034	0.000156	51.98125654	0	15.57204818	24.08258103	28.78405508	1	100	100	721	4
sim334	1	0	0	0	0	3.98894	3.98894	3.98894	3.98894	3.98894	1000000	1000000	1000000	1000000	1000000	0.000000129321	0.000000135783	0.000000130278	0.000000141368	0.000000133031	.03109	.00133	.00295	.00157	.00435	.00226	499	.00075	100.00000992	166	17.22322414	0	0	0	0	0:5e-05	0	0	0	0:5e-05	0	0	0	0:5e-05	0	0	0	0:5e-05	0	0	0	0	0.008234	0.00027	0.00018	0.000478	0.000359	0	33.22591503	66.70582813	50.41484474	54.17630572	1	100	100	7102	54
sim339	1	0	0	0	0	4.10684	4.10684	4.10684	4.10684	4.10684	1000000	1000000	1000000	1000000	1000000	0.000000145094	0.000000143000	0.000000139591	0.000000151378	0.000000147764	.03283	.00250	.00199	.00116	.00403	.00315	499	.00370	100.00000988	499	15.48564198	0	0.00017	0.00018	0.00017	0.00015:0.00044	0	0.00018	0.00017	0.00015:4e-04	0.00015	0	0.00016	0.00014:0.00046	0.00018	2e-04	0	0.00013:0.00047	0.00015	0.00017	0.00016	0	0.016969	0.006178	0.006676	0.006921	0.005386	0	28.82159107	25.59251014	35.96352876	41.68270134	0.478428	100	100	31789	151
sim340	0	1	0	0	0	7.48412	7.48412	7.48412	7.48412	7.48412	1000000	1000000	1000000	1000000	1000000	0.000000091680	0.000000120120	0.000000110914	0.000000121542	0.000000118997	.01148	.00077	.00457	.00334	.00476	.00442	499	.00339	100.00000996	499	16.49451146	0	0.00054	0.00013	0.00011	0.00013:8e-05	0	0.00014	0.00011	1e-04:8e-05	0.00055	0	1e-04	1e-04:7e-05	0.00057	0.00013	0	0.00013:8e-05	0.00052	0.00014	1e-04	0	0.002053	0.018812	0.00478	0.003911	0.003834	38.23583122	0	12.23436123	42.68268895	9.34632317	0.342015	100	100	28942	103
sim344	0	0	1	0	0	3.04478	3.04478	3.04478	3.04478	3.04478	1000000	1000000	1000000	1000000	1000000	0.000000096641	0.000000096275	0.000000105806	0.000000110160	0.000000098315	.03152	.00022	.00010	.00323	.00466	.00077	499	.00499	100.00000871	49	18.45952662	0	3e-05	1e-05	2e-05	1e-05:1e-05	0	1e-05	3e-05	0:2e-05	2e-05	0	2e-05	1e-05:1e-05	2e-05	2e-05	0	1e-05:2e-05	2e-05	1e-05	2e-05	0	0.000291	0.000502	0.000237	0.000508	0.000114	34.35167036	12.87329226	0	9.91283735	54.80373265	1	100	100	1096	14
sim347	0	0	0	1	0	3.90194	3.90194	3.90194	3.90194	3.90194	1000000	1000000	1000000	1000000	1000000	0.000000061689	0.000000071951	0.000000065357	0.000000066840	0.000000069805	.01499	.00082	.00345	.00176	.00214	.00290	499	.00262	100.00000890	60	21.28616184	0	1e-05	0	3e-05	0:0	0	0	3e-05	0:1e-05	1e-05	0	2e-05	0:0	1e-05	0	0	1e-05:0	0	0	3e-05	0	0.000131	0.000176	7.1e-05	0.000723	0.000122	25.936885	14.06616503	44.87776408	0	27.65540553	1	100	100	907	6
sim350	1	0	0	0	0	6.36476	6.36476	6.36476	6.36476	6.36476	1000000	1000000	1000000	1000000	1000000	0.000000103490	0.000000086624	0.000000106164	0.000000089743	0.000000093498	.01211	.00415	.00150	.00457	.00199	.00258	499	.00363	100.00000964	110	15.29458764	0	1e-05	1e-05	1e-05	1e-05:5e-05	0	1e-05	2e-05	1e-05:4e-05	1e-05	0	1e-05	0:5e-05	1e-05	1e-05	0	1e-05:5e-05	0	1e-05	1e-05	0	0.001484	0.000201	0.000306	0.000403	0.000118	0	46.14157742	17.81886655	46.81612223	14.23182052	1	100	100	2121	14
sim354	0	0	1	0	0	4.63568	4.63568	4.63568	4.63568	4.63568	1000000	1000000	1000000	1000000	1000000	0.000000138096	0.000000146904	0.000000140600	0.000000145699	0.000000133693	.02714	.00265	.00455	.00319	.00429	.00170	499	.00211	100.00000985	499	14.98521265	0	4e-05	0.00033	4e-05	7e-05:3e-05	0	0.00036	4e-05	6e-05:3e-05	5e-05	0	3e-05	6e-05:5e-05	4e-05	0.00032	0	5e-05:3e-05	5e-05	0.00035	4e-05	0	0.002208	0.003129	0.023215	0.002164	0.003856	26.38830352	45.59416046	0	47.54909652	38.33654929	0.49504	100	100	27157	125
sim355	0	0	0	0	1	3.58148	3.58148	3.58148	3.58148	3.58148	1000000	1000000	1000000	1000000	1000000	0.000000096234	0.000000100066	0.000000093870	0.000000092437	0.000000092796	.02364	.00323	.00430	.00257	.00217	.00227	499	.00277	100.00000581	49	20.00468534	0	0	0	0	2e-05:0	0	0	0	2e-05:1e-05	1e-05	0	0	2e-05:1e-05	0	0	0	2e-05:1e-05	0	0	0	0	0.000269	0.000154	4.1e-05	4.9e-05	0.000879	26.37708145	30.84367138	40.72511306	53.1844214	0	1	100	100	992	8
sim356	0	0	0	1	0	4.38080	4.38080	4.38080	4.38080	4.38080	1000000	1000000	1000000	1000000	1000000	0.000000068384	0.000000083673	0.000000066631	0.000000069654	0.000000075174	.01486	.00075	.00424	.00035	.00104	.00230	499	.00227	100.00000993	24	22.44840183	0	0	0	1e-05	0:0	0	0	2e-05	0:0	0	0	1e-05	0:0	0	0	0	0:0	0	0	1e-05	0	8.1e-05	8.9e-05	2.3e-05	0.000403	6.8e-05	50.72208332	22.67456853	45.33388189	0	45.87100734	1	100	100	504	5
sim358	0	0	0	1	0	2.32886	2.32886	2.32886	2.32886	2.32886	1000000	1000000	1000000	1000000	1000000	0.000000107593	0.000000114626	0.000000110783	0.000000106987	0.000000113205	.04425	.00195	.00497	.00332	.00169	.00436	499	.00342	100.00000969	79	17.34489016	0	1e-05	0	5e-05	0:1e-05	0	0	4e-05	1e-05:1e-05	1e-05	0	4e-05	0:1e-05	1e-05	1e-05	0	1e-05:1e-05	2e-05	0	5e-05	0	0.000369	0.000478	0.000142	0.001495	0.000293	22.82658751	28.78443905	19.17580487	0	26.60151864	1	100	100	1544	16
sim360	0	0	1	0	0	3.27368	3.27368	3.27368	3.27368	3.27368	1000000	1000000	1000000	1000000	1000000	0.000000102793	0.000000101778	0.000000101320	0.000000101680	0.000000103350	.02796	.00344	.00313	.00299	.00310	.00361	499	.00031	100.00000930	189	16.82856044	0	0	1e-05	0	0:0	0	1e-05	0	0:0	0	0	0	0:0	0	2e-05	0	0:0	0	2e-05	0	0	6.1e-05	0.000205	0.004752	0.000194	0.000153	56.81318471	20.61451463	0	61.0656125	37.51191869	1	100	100	3725	36
sim363	0	0	1	0	0	5.55578	5.55578	5.55578	5.55578	5.55578	1000000	1000000	1000000	1000000	1000000	0.000000103670	0.000000127727	0.000000122949	0.000000106837	0.000000128227	.01845	.00021	.00454	.00368	.00078	.00463	499	.00321	100.00000996	265	13.58795921	0	2e-05	0.00013	1e-05	4e-05:2e-05	0	0.00014	2e-05	4e-05:2e-05	2e-05	0	2e-05	3e-05:2e-05	3e-05	0.00013	0	4e-05:2e-05	2e-05	0.00013	2e-05	0	0.000626	0.000886	0.004942	0.00068	0.001481	34.06947375	45.3854853	0	49.59883451	43.67104102	1	100	100	7119	79
sim368	0	0	0	1	0	2.80694	2.80694	2.80694	2.80694	2.80694	1000000	1000000	1000000	1000000	1000000	0.000000040055	0.000000049626	0.000000041065	0.000000044377	0.000000041205	.01307	.00120	.00461	.00156	.00274	.00161	499	.00118	100.00000840	28	20.20432285	0	1e-05	0	0	0:0	0	0	0	0:0	0	0	0	0:0	1e-05	0	0	0:0	0	0	0	0	1e-05	0.000312	1e-06	1e-05	2e-06	53.13997586	3.44233528	41.75093902	0	55.66495664	1	100	100	222	2
sim369	0	0	0	1	0	7.67222	7.67222	7.67222	7.67222	7.67222	1000000	1000000	1000000	1000000	1000000	0.000000111784	0.000000137332	0.000000131348	0.000000138943	0.000000120607	.01362	.00095	.00428	.00350	.00449	.00210	499	.00421	100.00000969	177	11.44014582	0	2e-05	3e-05	7e-05	2e-05:1e-05	0	2e-05	9e-05	1e-05:2e-05	2e-05	0	7e-05	1e-05:1e-05	3e-05	2e-05	0	3e-05:1e-05	3e-05	2e-05	8e-05	0	0.000391	0.00087	0.000735	0.002321	0.000433	62.66312468	57.35678585	51.87110273	0	47.31873677	1	100	100	4101	43
sim370	1	0	0	0	0	4.22882	4.22882	4.22882	4.22882	4.22882	1000000	1000000	1000000	1000000	1000000	0.000000143653	0.000000138789	0.000000142553	0.000000132784	0.000000140608	.02989	.00408	.00293	.00382	.00151	.00336	499	.00407	100.00000969	151	12.36494861	0	1e-05	1e-05	1e-05	1e-05:7e-05	0	2e-05	2e-05	1e-05:8e-05	1e-05	0	1e-05	1e-05:7e-05	1e-05	2e-05	0	1e-05:8e-05	1e-05	2e-05	1e-05	0	0.002787	0.000311	0.00057	0.000469	0.000341	0	57.07547566	56.86784871	45.38305287	67.29948828	1	100	100	3429	46
sim378	0	1	0	0	0	2.50190	2.50190	2.50190	2.50190	2.50190	1000000	1000000	1000000	1000000	1000000	0.000000112335	0.000000112110	0.000000112485	0.000000106630	0.000000103753	.03998	.00492	.00483	.00498	.00264	.00149	499	.00367	100.00000970	67	14.76556953	0	2e-05	0	1e-05	1e-05:0	0	0	1e-05	0:0	2e-05	0	0	0:1e-05	3e-05	1e-05	0	1e-05:1e-05	2e-05	0	0	0	0.000121	0.000611	0.000237	0.000167	0.000167	64.22173695	0	43.3228009	35.32206423	47.30335685	1	100	100	801	12
sim381	0	0	0	0	1	2.65790	2.65790	2.65790	2.65790	2.65790	1000000	1000000	1000000	1000000	1000000	0.000000075510	0.000000075537	0.000000084335	0.000000085610	0.000000084946	.02741	.00100	.00101	.00432	.00480	.00455	499	.00388	100.00000952	30	16.37295761	0	0	0	0	0:0	0	1e-05	0	0:0	0	0	0	1e-05:0	1e-05	1e-05	0	0:0	0	1e-05	0	0	7e-06	7.9e-05	0.000169	6.2e-05	0.000176	64.08999589	37.08173733	14.06888704	53.76156372	0	1	100	100	282	2
sim388	0	0	0	0	1	3.11660	3.11660	3.11660	3.11660	3.11660	1000000	1000000	1000000	1000000	1000000	0.000000145046	0.000000143519	0.000000146355	0.000000140620	0.000000147134	.04350	.00304	.00255	.00346	.00162	.00371	499	.00477	100.00000999	419	12.67029129	0	4e-05	8e-05	7e-05	0.00018:7e-05	0	8e-05	8e-05	0.00016:6e-05	5e-05	0	8e-05	0.00018:7e-05	3e-05	1e-04	0	0.00019:8e-05	5e-05	8e-05	9e-05	0	0.002087	0.001396	0.002561	0.002698	0.005692	39.49899245	42.23739589	22.21324241	20.78851785	0	1	100	100	9665	105
sim391	0	0	1	0	0	6.29816	6.29816	6.29816	6.29816	6.29816	1000000	1000000	1000000	1000000	1000000	0.000000079608	0.000000085277	0.000000090882	0.000000065626	0.000000090063	.01019	.00245	.00335	.00424	.00023	.00411	499	.00110	100.00000959	475	14.78064392	0	1e-05	9e-05	0	1e-05:1e-05	0	9e-05	1e-05	1e-05:1e-05	0	0	0	1e-05:1e-05	1e-05	8e-05	0	1e-05:1e-05	0	1e-04	0	0	0.000747	0.000508	0.006538	0.000237	0.000741	35.74479593	31.37624222	0	28.98215731	42.5428266	1	100	100	7349	77
sim393	0	0	1	0	0	5.49866	5.49866	5.49866	5.49866	5.49866	1000000	1000000	1000000	1000000	1000000	0.000000091882	0.000000094906	0.000000092047	0.000000089958	0.000000116021	.01615	.00056	.00111	.00059	.00021	.00495	499	.00084	100.00000995	69	23.64299484	0	0	3e-05	0	0:0	0	3e-05	0	0:0	0	0	0	0:0	1e-05	3e-05	0	0:0	0	3e-05	0	0	0.000254	0.000342	0.003405	9e-05	0.000145	40.49279794	25.94440281	0	56.18840379	56.57474465	1	100	100	3488	39
